input_text,vibe_label
"Categories: Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife | Review: Came here when passing through town. For $30 we got a cheese and steak quesadilla and 2 rajas tamales, plus 2 fountain drinks. Quesadilla fed my two kids. I had two tamales and ordered salad instead of rice and beans. Tamales were small and skimpy on cheese. I was still hungry and i eat small meals. The salad was ceasar which croutons which is unusual for mexican restaurant. I have gluten allergy but didn't send it back. My daughter ended up eating it. Salaa bar lookes great and pico de gallo was fresh. Probably not a repeat place for us.",late_night
"Categories: Pop-Up Restaurants, Korean, Restaurants, Asian Fusion | Review: lunch service was spectacular. cozy and modern atmosphere. big fan of the kpop ambience. 

they were quick to offer to place several tables together for my big family. grand selection of unique soft and hard drinks but my sisters sadly went with Diet Coke. 

presentation is absolutely Instagram worthy. the abundance of toppings add layers of tanginess and crisp to juxtapose the fluffy baos. the owners told us they make the baos fresh everyday and I appreciate the quality. 

Felicia, one of the owners, introduced us to the date cake and milk tea flan and I must recommend both. Date cake is perfect for those preferring gentle sweetness balanced with the creamy cold McConnell vanilla ice cream while milk tea flan is perfect amount of sugar to rejuvenate for any growing child and has some crispy balls. These desserts you cannot taste anywhere else!",trendy
"Categories: Tuscan, Seafood, Wine Bars, Restaurants, Bars, Nightlife, Italian | Review: Went for lunch yesterday and it was excellent.  I've been to Italy twice.  I consider myself a food snob.  And this was as good as Italian food gets.

We ordered the Paparadelle Bolognese and the Pollo Milanese.

Both dishes were terrific.  Great flavor, great presentation, and the right sized portions.

Every time I am in Santa Barbara, we will eat there.  The staff was great and the service was perfect.

I've seen negative reviews and I cannot speak to those.  However, when you make a reservation at 8 PM on a Saturday, it is an ESTIMATE that your table will be ready then.  It is not a guarantee.  Keep that in mind.

When you are accustomed to chain restaurants who fall all over themselves to make even the biggest jerk happy, don't expect the same thing from a place that is independent and doesn't really need your attitude or business.",upscale
"Categories: Delis, Gluten-Free, Fast Food, Salad, Sandwiches, Restaurants | Review: Nice little deli near shopping district.  Seating inside or outside but limited.  Had a Pickles and Swiss Sandwich.  Wife had Veggie Sandwich.  Great!",casual_hangout
"Categories: Breakfast & Brunch, Diners, Restaurants, American (Traditional) | Review: AWFUL SERVICE. my mother, my 2 pound chihuahua, and I decide to stop by worker bee for breakfast, outside is cute enough as is the inside. however, the seats are cracking open and rock hard, just plain unsanitary. after being seated, we waited almost 15 minutes for a server to come to our table. both of us understood, however it was not busy whatsoever. anyways, we put in our drink order and soon the waitress comes back. meanwhile, my chihuahua is sitting on my lap. the waitress snatches my coffee out of my hand and asks if the dog is a service dog....... no, he's not. there is not ONE poster or sticker stating no dogs are allowed. and a two pound chihuahua puppy...... seriously??!!?!? we were asked to leave, which we gladly did. awful service, lost our business forever.",family_friendly
"Categories: Mexican, Tacos, Restaurants | Review: I'm so glad we stumbled upon this on our way back to our hotel after a long day of shopping. This place had some delicious authentic Mexican food. I got three tacos. I got the chorizo, tongue, and beef. My favorite was the tongue. The meat was super tender and soft. Then, I loved the beef. My least favorite was the chorizo because it was slightly dry. I loved how they had a topping bar. You could add cilantro, onions, radishes, pickled carrots and different sauces on your tacos. The pickled carrots were so good and literally all the sauces were so flavorful.",casual_hangout
"Categories: Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Restaurants, Cafes | Review: Really wanted to love this place.. We were greeted by really rude and unhelpful workers. epitome of a california accent, but you could at least do a customer service voice to sound like you enjoy your job. my latte was a$$ and the avocado toast was sub par. i got a vanilla latte and it tasted like instant coffee that was brewed in the same room as a bottle or vanilla extract. the bread was a little soggy and the avocado did not seem fresh. you're  better of at dunkin' donuts. lighthouse is so much better and worthy of your money.",study_spot
"Categories: Seafood, American (New), Sandwiches, Steakhouses, Restaurants, Bars, Nightlife | Review: Celebrated Manny's bday at this restaurant last night. The service was great and the food was amazing.",upscale
"Categories: Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars | Review: Excellent tacos. I got four tacos, and with their Triple Play deal, you can get three tacos for only $9, which is a great deal, considering some tacos are $6 (I think $6 for Ahi Tuna tacos are still a great deal). They're not skimpy on the fillings, and they taste great. 
They are also super fast!

The man at the register is sweet and very nice. 

Also, they must have great customer service because I saw someone complain that they got the wrong taco, and they re-made it quickly. Not only did they re-make the taco for them, but also someone from the kitchen came out, apologized and handed the tacos personally despite their usual ""[name] your order is ready"" announcement.",casual_hangout
"Categories: Modern European, Nightlife, Bars, Restaurants, Bakeries, Wine Bars, Food, Scandinavian, Breakfast & Brunch | Review: We happened upon this place when searching for a place to have a brief business lunch at about 11:00 a.m. on a Tuesday morning.  Some other places were still closed, but we ended up here.  We were informed that they typically didn't serve lunch until around noon, but we were all craving some lunch.  We asked nicely and they went out of their way to talk to the chefs and brought us the lunch menus so we could have our wish.  I was very impressed with the service.

The food was great as well.  We ordered various sandwiches, such as the French Dip and the burger, that were juicy and succulent.  They briefly forgot to bring the juices, or ""au jus,"" for the French Dip sandwich, but it wasn't a big deal.  The portions were perfect, I felt comfortable and satisfied after finishing the meal.  This is a great place with a great location for anyone looking to enjoy a nice meal out on the town.",date_night
"Categories: Tapas/Small Plates, Desserts, Restaurants, Breakfast & Brunch, Food, Seafood | Review: Well we were disappointed. My fish was ok. Not the grand experience we had our first time. My wife's seafood pasta was ok. The appetizers were not anything to write about. I would say it was rather 'blah' of an experience.",date_night
"Categories: Mexican, Restaurants | Review: Good spot to go for relatively quick, good, casual Mexican food. 

Location/Setting: 
I have to say that the location is kind of unfortunate because  its basically on its own in regards to other restaurants or shopping or anything, having said that, it's nice because it's not typically crowded with tourists. The setting is casual and you stand in a short line to order your food and then take a number and sit wherever you'd like. It's the type of place you could meet with friends for a quick lunch or even do a casual family gathering. 

Food:
There menu is of a decent size and they are also very generous with their servings. It's your typical Mexican restaurant menu that doesn't stray to far from the norm. What does stand out about this place is that they have a really fun salsa bar with dozens of different salsas that you are free to help yourself to accompanied by bottomless chips. Entrees are just above average but very satisfying. If you want to avoid having anything to unhealthy they have a good selections of salads with chicken and avocado and really good dressing that always fill me up!

Service: 
The service is pretty basic but the staff is still friendly and attentive; I've never had any issues. The food typically comes out really quickly which is super nice because I would be the person to  eat 3 gallons of chips if I had to wait too long.",casual_hangout
"Categories: Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New) | Review: I came here solo for lunch around 1:00. I was seated immediately in the bar area downstairs. A man took my drink order right away. He also noticed my table was a little wobbly so he brought a wedge right over and fixed it. My server came by within minutes as well. I had the fish tacos with crispy cod. OMG it was delicious. The tortilla chips and black beans it came with were also superb. They also being 3 different bottled sauces. Since I'm a wimp I had the verde sauce on the tacos and used it for a dip. It was sooo good. Perfect place for lunch and the service was top notch!",date_night
"Categories: Cocktail Bars, Farmers Market, Tapas Bars, Food, Desserts, Nightlife, Asian Fusion, Restaurants, Tapas/Small Plates, Bars, Indonesian | Review: I left this place still hungry and extremely disappointed as I had heard good things about the food.... Where is the food? Menu is very sparse and so are the servings. The waiter suggested we order the ""sampler platter"", which we did. We enjoyed the ""meat"" on the platter and asked if we could have that as a regular ""entrée"" item..after asking the chef? .. The waiter said we could not have any more of the meat as there was not enough?  ""Not enough"" summed up my experience! We ordered 2 bottles of hard cider and were brought one bottle and told they were out! Strange place .. And they could use some help with their interior design/ ambiance. Sorry folks, I just don't get the attraction.",date_night
"Categories: Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants | Review: Food's great.  Creative and spot on.  But the trendy (and tired)  ""shared plates"" style and menu leads to confusion and over-ordering.  Even though our waiter told it intend ""a lot of food"" we went ahead.  Our bad.  But a better explanation and menu is called for.  Also, we sat just inside the restaurant and on this December night both front doors were flung open and cold air breezes in.  I get it - COVID restrictions.  Still annoying.  Inside was chaotic and loud - lots of folks I am sure think this is the mark of a winning place, but it was clearly a decibel attack and a challenge to communicate.  But on the things that really matter:  loved the food, had a bunch of leftover and a reasonable corkage - I'll give it 4 stars.  But clearly I can't say this is a ""must do"".  Other SB spots rival the food with a better experience (for me).",trendy
"Categories: Restaurants, Sandwiches, Chicken Shop, Chicken Wings, Fast Food, Caterers, Event Planning & Services | Review: I love the spicy chicken sandwich.  The crosscut fries are good too but are mostly used to get more delicious Chick-fil-A sauce in my mouth.

The place is always clean with great service.

I haven't been to impressed with the dessert options though.  The cookie sundae was recommended to us but the ice cream was more ice than cream and the cookie chunks were a little hard to chew on.",casual_hangout
"Categories: Modern European, Nightlife, Bars, Restaurants, Bakeries, Wine Bars, Food, Scandinavian, Breakfast & Brunch | Review: Came here because the wait was out the door for Tupelo Junction Cafe. Andersen's is a delightful spot to people watch. Brunch options were limited, but quite tasty. They have a large staff that is always ready to help - every server is available to any table at any time. They're clearly a well oiled machine with a happy staff.

I look forward to coming back here to give their dessert selection a try.",date_night
"Categories: Seafood, Restaurants, Breakfast & Brunch, Lounges, Cocktail Bars, Mediterranean, Bars, Tapas/Small Plates, American (New), Nightlife | Review: Visited here twice while in Santa Barbara. We tried quite a few small and shared plates as well as the rib eye. Everything was presented beautifully and the staff were all excellent.

Highly recommend the crudo.",upscale
"Categories: Bars, Nightlife, Pubs, Comedy Clubs | Review: Poor service.  Checked my statement the next week and was overcharged.  Bartender added a little extra ""tip"" for himself.  Sad when they assume everyone is too drunk to remember and use that to validate stealing from good people.  Never going back.",late_night
"Categories: Restaurants, Chinese, Nightlife, Burgers, Pizza, Asian Fusion, Ramen, Cocktail Bars, Dim Sum, Bars, Pubs, American (Traditional), Japanese | Review: At Last, Santa Barbara has a wonderfully new restaurant that truly offers extremely delicious Ramen.  This is coming from someone that lived in New York City for six years and grew up in The Washington D.C. Area and has been to the top Ramen Shops in both cities often.  I moved to Santa Barbara in 2003 and quickly realized that Ramen would not be a weekly dining option as it was when I lived in the East Coast.  My love for a delicious bowl of Ramen was put on hiatus as I explored my new city and enjoyed what this city had to offer.  I adapted quickly and found my new dining staples, The Shellfish Company, The Santa Barbara Chicken Ranch, Arrigato, The Boathouse, and City Kitchen(I miss you so much!).  Fast forward to March 2016, and I now have Yankee Noodle in my top 6 must support restaurants.  Let's start with Yankee Noodle's service.  When you come to Santa Barbara from restaurant rich cities like Manhattan and D.C. you have to realize that you are simply not going to get consistently good service that's offered in these cities, simply because Santa Barbara can't sustain service industry professionals.  Therefore, the restaurants mostly hire college students.  That being said and having adjusted my grading of service accordingly, I was impressed with the staff of the newly opened restaurant.  They all were very friendly, made me feel welcome, and offered great suggestions on drinks and dining options. Anyone who knows me will tell you that I ask a lot of questions. I had a really nice conversation with the Bartendar, Mirch, about the high quality Beer, Sake, and Cocktail offerings on the menu. Mitch the Bartender came to Yankee Noodle from The Goodland in Goleta.  I started with the ""Lemon in the Grass"" cocktail.  It's Lemongrass infused Vodka with Ginger and Kumquat syrup. It was the perfect start to my dining experience and gave me something to savor while I examined the very unique menu.  For my first dish, I choose the ""Umami Fresh Corn off the Cobb"".   I enjoyed every spoonful of the r.  Next I had the ""Rich Savory Smokey Pork Broth"".   The Broth is hearty, rich, smokey and buttery delicious.  The noodles were authentic and perfectly prepared in soft and chewy Al-dente style with big egg flavor.  You can definitely taste the complexity of flavors from the broth that takes 24 hours to make.  The toppings it came with were excellent.  The Chasu (Pork Belly) was prepared nicely. It was an ample portion that I greatly enjoyed and the cost $12.95 was typical of what you'd find in a top Ramen shop in NYC or D.C.  I took home leftover Ramen and it was just as enjoyable heated up on the stove the next day.  Yankee Noodle occupies the former Space of Union Ale.  They did a nice job on the conversion.  They fashioned a community table from a ""Chop Suey"" sign that was from a Santa Barbara Restaurant on State Street in 1949's.  It's a great lunch spot while enjoying the Funk Zone or dinner spot Apres Wine with friends or solo.",date_night
"Categories: Bakeries, Cafes, Coffee & Tea, Food, Desserts, Breakfast & Brunch, Restaurants | Review: I stopped by for cupcakes earlier today. I took 2 bites of my delicious coconut cupcake. As I was taking the third bite I saw a long blonde hair inside my cupcake. It was a disappointment because I didn't want to go back to exchange my cupcake so I just threw it out along with the other two.",study_spot
"Categories: Bars, American (Traditional), Gastropubs, Nightlife, Cocktail Bars, Restaurants, American (New) | Review: Staff from Friday July 16th was incredible! So friendly, so attentive, super friendly and efficient! We love going there for the food and the drinks and the staff really just makes the experience so much better!",trendy
"Categories: Seafood, American (Traditional), Burgers, Bars, Nightlife, Restaurants, Cafes, Sports Bars | Review: In my opinion preferable to Brophy Bros. No complaints from me! Drinks are fantastic, food is good and service is great! Live music, the harbor, indoor/outdoor seating, just a few of the things making this the perfect destination for a chill but fun dinner out. 
ADDED BONUS I just found out this restaurant will be one of the few to pioneer the way to no straws and eliminating one use plastic waste. Take the time, look into the cause and statistics of plastic straw use. It is such a small sacrifice for such a huge impact. 
Help make our oceans a cleaner healthier place.",late_night
"Categories: Specialty Food, Cheese Shops, Cafes, Restaurants, Breakfast & Brunch, Wine Bars, Sandwiches, Food, Event Planning & Services, Caterers, Bars, Nightlife | Review: The original C'est Cheese is great. They have a small, but great selection of items and I really like the white truffle oil they carry.

The new location looks nice (and after a 1+ years of construction it better), but the selection of food leaves a lot to be desired. They don't offer a lot of items to choose from for lunch and when I go out for lunch I want to be able choose from a wide range of food.  Here you are lucky to see a handful of items. - The new cafe is a let down for me and I won't be back any time soon..",late_night
"Categories: Restaurants, American (New), Delis, Breakfast & Brunch, Tapas/Small Plates, Cafes | Review: This is still the best restaurant in Santa Barbara!! During this past year we have brought over 80 guests here and EVERYONE has agreed with this description! Never had even a mediocre meal! We never take a chance... Always State&Fig",upscale
"Categories: Seafood, Cajun/Creole, American (New), Restaurants | Review: I would've given it a 5 star if their servings looked as big as the pictures, especially for the popcorn crawfish. But anyway..
Ambience: 5/5
Service: 5/5
Flavor: 4/5, it could use some more soul and love
Would come again?: YESYESYES! I'm willing to give it another go, maybe their other dishes will be better!",upscale
"Categories: Restaurants, Coffee & Tea, Breakfast & Brunch, Gluten-Free, Food, Sandwiches, Bagels | Review: Blows all ""spare-bucks"" and ""coffee beany babies"" away. Laid back unpretentious, delicious.  Personal.",casual_hangout
"Categories: Seafood, Bars, Wine Bars, American (New), Restaurants, French, Nightlife, Mexican | Review: We liked this place the first two times we visited it. However, if three's the charm, it was not in this case. The waiter, Justin, was rude and aloof. Perhaps his girl dumped him the day we were there! Not sure...
When eating at a restaurant of this supposed caliber, one would expect a much better waiter with a much better attitude. The food was OK, but not as good as the first two times, and the menu is limited. 
Because the last experience we had there was so negative, we will not be going back, especially because we were there for a special occasion which was certainly diminished due to the poor service and lack of care given to the whole experience. 
Save your money and find another Santa Barbara restaurant!!",upscale
"Categories: Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New) | Review: Don't order the scallops with risotto unless you like being ripped off. Only $29.50 for 3 medium scallops over a boatload of risotto. Tastes good, just a really chintzy portion!",family_friendly
"Categories: Nightlife, Food, Coffee & Tea, Coffeeshops, Internet Cafes | Review: Seriously the best place ever. Awesome employees, wonderful beverages, delicious food. It doesn't get much better! And it seems to be a nice, quiet, cozy place for studying or doing any kind of work. 
Love this place!",study_spot
"Categories: Breakfast & Brunch, Diners, Restaurants, American (Traditional) | Review: I am a local and miss Jamie & Oscar and the bee decor, but the new owners are doing a great job with their new menu additions and friendly service. The Worker Bee remains our choice over Esau's and Cajun in food, atmosphere, friendliness.  We are looking forward to the upcoming new additions, like the patio. Thank you for keeping the Worker Bee going.",family_friendly
"Categories: Dive Bars, Bars, Lounges, Nightlife, Pool Halls, Sports Bars | Review: It's a dive, but the cheapest drinks in town!  I wandered in there with a couple friends, had a few rounds and we had to question the bartender that our tab was correct.  Impressive.",late_night
"Categories: Lounges, American (New), Burgers, Cocktail Bars, Bars, Sports Bars, Nightlife, Restaurants | Review: Great neighborhood bar with fun bartenders. They welcomed us with open arms, even if we weren't locals. Highly recommend stopping by for a few drinks and some fun.",trendy
"Categories: Food, Coffee & Tea | Review: The title don't lie. This place has good coffee. You wouldn't go into a place that's called ""Mediocre Cup"" or ""Crappy Cup,"" wouldja? That's how we felt, and therefore felt safe going into Good Cup as opposed to the Starbucks across the street.

Latte = solid. Not too milky, strong, and served extra hot. Red Eye = coffee + espresso shot, Pamela D. enjoyed. Lotsa couches, friendly staff, newspapers strewn about, random trinkets for sale like cutesy day calendars and ""Satan sticky notes"" (yea, I'm not sure what those were about either). 

Also, we agreed that it's important to travel with someone who matches your same appreciation (i.e. addiction) for coffee. Non-addicted folks just don't understand.",study_spot
"Categories: Arts & Entertainment, Jazz & Blues, Lounges, Nightlife, Bars, Cocktail Bars | Review: Great little bar, tucked away, look for the bak door! 

Lovely patio, inside design is fantastic it's like stepping back in time. Had a few drinks at the bar before heading back to our hotel. 

Highly recommend this special spot.",late_night
"Categories: Bars, Mexican, Nightlife, Restaurants | Review: HAIR IN 3 SEPERATE  PLATES! Food is great gone like ten times but the new young cooks hair ended up in my chips a side plate of peppers and a salad so just look at your plates good.",late_night
"Categories: American (New), Food, Breakfast & Brunch, Restaurants, Bakeries, Coffee & Tea | Review: Stumbled on this walk up order and take a seat breakfast/bakery. Perfect portions - we shared the California omelette and Belgium waffle plates. Seating outside is nice and the place isn't too noisy. The restaurant was full but we were served within 10 minutes. Great breakfast!",study_spot
"Categories: Pizza, Italian, Fast Food, Restaurants | Review: We came in around 9:30pm and there was just a small family dining in. Walked to the counter and stood there patiently while the young man working kept glancing at us and didn't say a word. After a couple minutes we told him we were ready to order and he made a fuss about having to come over and take our order. We ordered a small pepperoni and pineapple pizza and it came out to almost 38 bucks. Canceled that and ordered 3 slices instead and that came out to 27 bucks. The pizza wasn't bad but there was absolutely nothing special that could explain the high cost of it. I really don't understand how some people can say that this is the best pizza they've ever had.",casual_hangout
"Categories: Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants | Review: What a wonderful restaurant, we loved the decor and the use of repurposed materials. The staff was incredible, we had Norman waiting on us and he is great, made sure to check on our food allergies and a wealth of information on the dishes and drinks. The menu is full of great options and I'm sure we'll come back to try the dishes we didn't get to try. Thank you for such a beautiful dining experience and helping us celebrate our anniversary",trendy
"Categories: Seafood, Bars, Wine Bars, American (New), Restaurants, French, Nightlife, Mexican | Review: Exquisitely delicious. Impeccable service and a most delightful cuisine.  An experience worth exploring. Cheers.",upscale
"Categories: Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars | Review: Our favorite Santa Barbara tacos. We love the triple play-three tacos of your choice for $9. We love the fish taco, bahn mi and crispy taco combination. 

The ahi taco is out of this world too. Tough taco decisions, but so good!

The people taking the orders are quite  unfriendly, but thankfully you don't have to deal with them much.",late_night
"Categories: American (New), Tapas/Small Plates, Event Planning & Services, Venues & Event Spaces, Restaurants, Burgers | Review: I thought that this was just oKay. I see why people like it with all the craft beers and the outside atmosphere, but it's a lot of money for ordering at a counter and having your food come out all at different times. The place didn't flow and the food was okay for the exception of the Mexican Street corn which  was awesome and a must try but it didn't come out till my husband and and son were already done with their food and it's supposed to be a starter.",upscale
"Categories: Steakhouses, Cafes, American (Traditional), Seafood, Breakfast & Brunch, Restaurants, Sandwiches | Review: Great place to get a traditional breakfast.  My eggs, bacon, hash browns and toast were cooked perfectly.  The service was fast and friendly and the coffee was strong.",study_spot
"Categories: Cocktail Bars, Lounges, Nightlife, Bars | Review: This is the spot for post-wine-weekend wind-down cocktails. Adore the idea of free punch on arrival, and both the cocktail menu and the drinks themselves are lovingly crafted. Best vesper ever.",trendy
"Categories: Restaurants, American (New), Bars, Nightlife, Seafood, Breakfast & Brunch, American (Traditional), Desserts, Food | Review: GREAT FOOD, FRIENDLY SERVICE
I can't begin to list all that makes this restaurant worthwhile, but I will try:

The staff are friendly and love being there! They are ""like family"" as was explained
They REALLY care that you are happy and enjoying your meal
They are very specific in making your food/coffee EXACTLY how you like it- special requests are honored Mitchell made me the best dry double shot cappuccino ever!
I stayed for three days and ate exclusively there The halibut and cous cous was excellent, followed by baked chocolate cake with vanilla gelato and white chocolate crumble, amazing berry herbal tea, yum.
Day two, Risotto indescribleably good!!
Day three, Roasted chicken with pearl onions red bliss potatoes and long beans , breakfasts were organic eggs fresh baked bread fresh berries maple smoked bacon and the best hash browns I've had, yogurt with granola and berries, and cast iron baked eggs with spinach and potatoes (like a quiche) very good!

getting hungry?
Head over to OUTPOST, see you there!",upscale
"Categories: American (New), Food, Restaurants, Coffee & Tea, Breakfast & Brunch | Review: Walked to this place from our airbnb house. It was a wonderful suprise to see gluten free bread on the menu. My wife had In your face eggs, while I had the gluten free frenchie. Then we topp3d it off with fresh fruit and mimosas. Everything was perfectly cooked and delivered to our table fast. Can't wait to come back tomorrow.",study_spot
"Categories: Coffee & Tea, Breakfast & Brunch, Restaurants, American (New), Food | Review: Stopped in this morning because I really needed to answer a few emails while traveling. Had a gluten-free pancake and Whalebird kombucha (my favorite). Staff was super friendly.",study_spot
"Categories: Breakfast & Brunch, Restaurants, American (Traditional) | Review: Right along Santa Barbara Beach, this place is a perfect spot to sit outside along the sand, get some breakfast and a cup'o'joe, and just relax. The real SB experience here.

The service here is fast and very friendly. The food here may be simple, but it is done well! Just good stuff in a great place. Good prices too.",family_friendly
"Categories: Garage Door Services, Restaurants, Live/Raw Food, Food, Home Services, Mediterranean, Keys & Locksmiths, Burgers, Vegetarian, Juice Bars & Smoothies, Vegan, Salad | Review: Mesa Verde is hands down one of our favorite go-to spots for fresh delicious vegan fare.  Not only is their food locally sourced and delicious, but the staff is beyond welcoming and helpful.  Some of my favorites on the menu: 

The Grilled Flatbread - the caper berries are CLUTCH.  
The Cashew Grilled Cheese Sandwich is BOMB.  
Polenta Fries - YUM
Baklava - Just trust me...

I'm one of those annoying people who constantly re-order the menu items they know and love, so bear with me as we make our way through the menu!",casual_hangout
"Categories: Cocktail Bars, Fish & Chips, Nightlife, Seafood, Restaurants, Bars | Review: Fabulous every time. Last night in SB had to have Brophy clam chowder. It's so meaty and filling. Great service awesome food party loud lunch atmosphere we didn't mind sitting inside. 
We will return.",trendy
"Categories: Cuban, Restaurants, Bars, Sandwiches, Nightlife | Review: I stumbled upon this place while I was having a drink at Shaker Mill. They are located in the same building but are two seperate businesses! I've only had cuban food a few times but have never had it in Santa Barbara, so I'm excited to have a new cuisine in town! They are open currently from 4pm-1am so they are open late night which is awesome! From 10pm-1am they have a more limited late night menu but they still have a cuban sandwich and the Plato Mixto on this menu with other sides as well!

I looked over the menu and had no idea what to get. Everything looked so good on the menu it was hard to decide! I ended up going with the Cubano sandwich since I was told that was the most popular. My friend got the Plato Mixto with shrimp and we got a side of the Yucca Fries to share. After we ordered we grabbed our silverware and then headed to a table. They brought the food to us which was super nice!

Our food came very quickly even though they seemed fairly busy. The Cubano sandwich was delicious!!! It was fresh and tasty! The ham and cheese were so good together I loved the sandwich and mustard aioli added a nice kick to it. The Plato Mixto with shrimp that my friend got was huge! It came with yucca fries, a salad, rice and beans. She asked for no beans because she didn't want beans but typically it comes with beans. The Yucca Fries were my favorite part!! They were cooked perfectly soft but sweet and had this creamy aioli to go with them. 

This place was so delicious I love it! I can't wait to come back here soon to try other things on their menu. Once they open for lunch I know I will be coming here all the time. I'm excited to have a Cuban restaurant now on state street! :)",late_night
"Categories: Salad, Sandwiches, Restaurants, Pizza | Review: Definitely the worst pizza ordering experience I've had.

First, when I called, I was on hold for probably 5 minutes, if not longer. When they finally picked up I told them I would like a personal pan pepperoni. I wanted the personal because I was staying at a hotel and didn't feel like having leftovers. They told me that my order was less than their delivery charge, and would I like to add anything to the order? I said no, that I'll just pay the delivery charge. Then the guy, rather rudely, told me that I couldn't do that, and that I must add something else to the order. Most pizza places allow you to do this, but apparently this one doesn't. So I reluctantly changed my order to a small pizza.

When it arrived I was discovered they had gotten my order wrong. I had received a thin crust pizza instead of the pan crust which I ordered. The pizza tasted like cardboard with sauce and cheese on it. So disappointed.",casual_hangout
"Categories: Cafes, Restaurants, Sandwiches, Chicken Shop, Salad, American (New), Burgers, Breakfast & Brunch | Review: Got the Ahi Tuna Salad and the Earth Burger! Soo good! The salad dressing and salad was my favorite. The burger was flavorful too but the patty was a but too squishy for my liking. But the food is good price for a filling meal. Also the proceeds go back to the community which is amazing",trendy
"Categories: Seafood, Bars, Wine Bars, American (New), Restaurants, French, Nightlife, Mexican | Review: Dinner here was such a great experience! The service was amazing. You could tell our server wanted to really make our experience perfect. 
The food was delicious as well! We enjoyed everything we ate. We ordered the French onion soup, pork belly, wagyu beef, and scallop trio. All of them were really tasty.
I loved that the chef delivered our entree and asked us if we had any questions. 
All around good experience.",upscale
"Categories: Event Planning & Services, Nightlife, Tapas Bars, Spanish, Modern European, Bars, Cocktail Bars, Seafood, Venues & Event Spaces, Restaurants | Review: I've eaten here three times (spread out since last November til this week.) It's been consistently excellent in both service and food as well atmosphere. 

What I liked about the place aside from the food is that it's just as good of a place to go for a first date as it is for an anniversary or a work dinner.  When you stop to think about it, few places in town are honestly really that versatile in terms of atmosphere. 

The food is amazing. So much to choose from (though, I'm afraid my vegan and vegetarian friends have a much shorter list to choose from) and each choice seems like perfection. The wine list is comprehensive and reasonably priced, all things considered. 

The service is what service should be, in my book. They're super friendly, not overbearing and they KNOW their own menu so they can make good suggestions if you're at a loss or overwhelmed by choices! 

Bottom line: A rare restaurant in SB that is actually really, really good all around. Good for tourists and locals alike with great food every.single.time.",date_night
"Categories: Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants | Review: I can't rave enough about how great this place is! We started with the deviled eggs - so good! Even had a piece of bacon sticking out of them. Brussel sprouts were to die for - such a great flavor. Next came the heirloom tomato salad. Everything was so fresh! Finished off with the risotto. Fresh peas, grilled fennel. My only regret was not saving room for dessert!!",trendy
"Categories: Restaurants, Breakfast & Brunch, American (Traditional), American (New), Southern | Review: 4.5 Stars

I had the chicken wrap.  It was very good with very fresh veggies.  The chips were also tasty.  The lemonade is homemade....sooo good!",family_friendly
"Categories: Restaurants, Mexican | Review: Best fresh homemade salsa on Linden in Carp. Lunch and dinners always are good. Authentic, long time local Mexican food, sixteen years.

Funky old school, nice local family. Small and cozy. 
There are always lunch and dinner specials on the sign in front. Check it out. 

Local home made flavors, no worries here. 

Yumster.",casual_hangout
"Categories: Nightlife, Restaurants, Steakhouses, Bars, American (Traditional) | Review: Eating at High Sierra (at sea level) is like eating at a Denny's with a bar.  Outside of restaurant has no landscaping and the interior is horrible. It looks like amateur decorator failed attempt.  We sat at a booth where half of the table was in glaring 80's track lighting and the other half of the table was in TOTAL darkness!  Really?!  We asked why was the lighting was so bad ? And we needed a different table.  The waitress was perplexed and had to ask a manager for help.  The food was terrible.  Ribs were obviously smoked on premises, yay! But hopelessly dry and over cooked, BBQ sauce too sweet.  Chili was terrible, as was the side salad and garlic bread.  Bacon cheeseburger was good but not special.  Tastes like they are cutting a lot of corners and not cheap as it should be.  Too bad for Goleta.",late_night
"Categories: Restaurants, Food, Breweries, American (Traditional), Brewpubs | Review: Although the food was decent and the beers weren't terrible, I still can't get over how indifferent the staff is.  The hostess almost acted overtly pissed that I said I was going to sit at the bar (I was dining by myself).  The bartenders, although not as pissy, were very pretentious, consistently making snide comments about different patrons to each other.  Most likely I will steer clear.

If you do make your way in,  the mussels appetizer was very good, and the meatloaf was better than most.


Edit Note--  a new to me bartender(female) helped me finish out the night and was heads and tails better than the others.  She was very knowledgable, friendly, and professional.",late_night
